-91.212,-2,-0.97653,0.51633,6.5323,0,2.5157,0.78593,1.1471,-0.77514
-100.93,-1,-1.0012,0.39938,6.3461,0,2.9541,0.68499,1.3667,-0.87521
-110,0,-1.0014,0.28205,6.1658,0,3.314,0.53434,1.5531,-0.99416
-110,1,-0.9466,0.16462,6.0831,0,3.4635,0.31462,1.5368,-1.1069
-110,2,-0.88772,0.043427,6.012,0,3.5855,0.083347,1.4877,-1.2106
-91.212,-2,-0.97653,0.51633,6.5323,0,2.5157,0.78593,1.1471,-0.77514
-100,-1,-0.99571,0.39972,6.3532,0,2.9388,0.67921,1.3491,-0.87446
-100,0,-0.95017,0.28676,6.2432,0,3.1658,0.49367,1.3619,-0.97354
-100,1,-0.90039,0.17104,6.1501,0,3.3431,0.29706,1.3476,-1.0686
-100,2,-0.84574,0.049419,6.0778,0,3.4727,0.086218,1.3047,-1.1561
-90,-2,-0.96788,0.51651,6.5404,0,2.4945,0.77574,1.1251,-0.77451
-90,-1,-0.93269,0.40258,6.4283,0,2.7708,0.61542,1.1608,-0.86088
-90,0,-0.89215,0.28995,6.3222,0,3.0049,0.4491,1.1717,-0.94489
-90,1,-0.84673,0.1761,6.2232,0,3.205,0.27519,1.1585,-1.0245
-90,2,-0.79751,0.055403,6.1433,0,3.3555,0.086983,1.1224,-1.0955
-80,-2,-0.89221,0.51696,6.6052,0,2.3175,0.69009,0.9449,-0.7619
-80,-1,-0.86219,0.40385,6.5003,0,2.5974,0.54867,0.97486,-0.83556
-80,0,-0.8268,0.29182,6.3988,0,2.8383,0.4017,0.98389,-0.90562
-80,1,-0.78652,0.17848,6.3015,0,3.0482,0.24789,0.97271,-0.97053
-79.998,2,-0.74157,0.060437,6.2119,0,3.2268,0.084331,0.94135,-1.0277
-70,-2,-0.80838,0.51537,6.6654,0,2.1384,0.60214,0.76876,-0.73421
-70,-1,-0.78346,0.40329,6.568,0,2.421,0.47946,0.79305,-0.79613
-70,0,-0.75329,0.2921,6.4717,0,2.6679,0.35182,0.80031,-0.85343
-70,1,-0.71838,0.17958,6.3767,0,2.8875,0.21822,0.79117,-0.90502
-70,2,-0.67837,0.063547,6.2824,0,3.0874,0.077585,0.76512,-0.94931
