-110,-2,-0.77425,0.49484,6.7357,0,1.9053,0.55827,0.72333,-0.73964
-110,-1,-0.87317,0.38367,6.5597,0,2.4433,0.5408,1.0267,-0.86063
-110,0,-0.91777,0.2686,6.3762,0,2.8885,0.4422,1.276,-0.97613
-110,1,-0.93529,0.14868,6.1915,0,3.2658,0.27999,1.5043,-1.1096
-110,2,-0.88733,0.024685,6.1148,0,3.4072,0.047386,1.4882,-1.212
-100,-2,-0.77425,0.49484,6.7357,0,1.9053,0.55827,0.72333,-0.73964
-100,-1,-0.87317,0.38367,6.5597,0,2.4433,0.5408,1.0267,-0.86063
-100,0,-0.91777,0.2686,6.3762,0,2.8885,0.4422,1.276,-0.97613
-100,1,-0.89572,0.15146,6.2533,0,3.1459,0.26334,1.3469,-1.0783
-100,2,-0.84422,0.029146,6.1823,0,3.2832,0.050861,1.304,-1.159
-90,-2,-0.77425,0.49484,6.7357,0,1.9053,0.55827,0.72333,-0.73964
-90,-1,-0.87317,0.38367,6.5597,0,2.4433,0.5408,1.0267,-0.86063
-90,0,-0.88528,0.26925,6.4169,0,2.7971,0.41784,1.1721,-0.9586
-90,1,-0.8427,0.15317,6.3298,0,2.989,0.23965,1.1588,-1.033
-90,2,-0.79508,0.032842,6.2507,0,3.151,0.051579,1.1208,-1.0993
-80,-2,-0.77425,0.49484,6.7357,0,1.9053,0.55827,0.72333,-0.73964
-80,-1,-0.85294,0.38332,6.5781,0,2.3936,0.5222,0.97537,-0.85178
-80,0,-0.82023,0.26925,6.489,0,2.6254,0.37142,0.9843,-0.91802
-80,1,-0.7827,0.15366,6.4041,0,2.8261,0.2137,0.97304,-0.9783
-80,2,-0.74002,0.034161,6.3233,0,3.0026,0.047689,0.94096,-1.0305
-70,-2,-0.77425,0.49484,6.7357,0,1.9053,0.55827,0.72333,-0.73964
-70,-1,-0.77485,0.38075,6.641,0,2.2128,0.45401,0.79352,-0.81045
-70,0,-0.74719,0.26749,6.5574,0,2.4497,0.32291,0.80073,-0.86439
-70,1,-0.71482,0.15271,6.4752,0,2.6593,0.18584,0.7915,-0.91193
-70,2,-0.67744,0.034344,6.3935,0,2.8502,0.04195,0.76533,-0.95139
-60,-2,-0.70905,0.49719,6.7559,0,1.8323,0.49947,0.59929,-0.69857
-60,-1,-0.68809,0.37606,6.6985,0,2.0322,0.3846,0.61856,-0.75239
-60,0,-0.66539,0.2638,6.6206,0,2.2731,0.27306,0.62414,-0.7953
-60,1,-0.63824,0.15014,6.5416,0,2.4914,0.15664,0.61688,-0.83159
-60,2,-0.60633,0.033459,6.459,0,2.6983,0.035031,0.59641,-0.86005
-50,-2,-0.61269,0.50094,6.778,0,1.7491,0.4191,0.44018,-0.62621
-50,-1,-0.59376,0.37212,6.7428,0,1.8801,0.31729,0.45482,-0.6738
-50,0,-0.57431,0.25823,6.6774,0,2.1007,0.22285,0.45836,-0.70837
-50,1,-0.55232,0.14595,6.6018,0,2.3272,0.12692,0.45299,-0.73501
-50,2,-0.526,0.031488,6.5186,0,2.5512,0.027474,0.43793,-0.75433
-40,-2,-0.50594,0.50416,6.7965,0,1.6754,0.33725,0.29624,-0.53469
-40,-1,-0.49089,0.37519,6.7641,0,1.8021,0.25583,0.30621,-0.57286
-40,0,-0.47387,0.25155,6.7251,0,1.9423,0.17377,0.30856,-0.60165
-40,1,-0.45676,0.1404,6.6541,0,2.1731,0.097694,0.30487,-0.6204
-40,2,-0.43603,0.028681,6.5701,0,2.4153,0.02002,0.29473,-0.63255
