-74.89,-2,-0.9361,0.37368,8.7381,0,2.1554,0.47715,0.9799,-0.72152
-90.503,-1,-1.0137,0.26454,8.6533,0,2.474,0.413,1.2941,-0.80607
-99.034,0,-1.0341,0.17078,8.528,0,2.8765,0.29375,1.4639,-0.87088
-107.6,1,-1.0408,0.074858,8.4005,0,3.2297,0.14045,1.6157,-0.94677
-110,2,-1.0133,-0.025423,8.3408,0,3.3809,-0.048803,1.6287,-1.0153
-74.89,-2,-0.9361,0.37368,8.7381,0,2.1554,0.47715,0.9799,-0.72152
-90.503,-1,-1.0137,0.26454,8.6533,0,2.474,0.413,1.2941,-0.80607
-99.034,0,-1.0341,0.17078,8.528,0,2.8765,0.29375,1.4639,-0.87088
-100,1,-1.008,0.072536,8.4735,0,3.0333,0.12649,1.4723,-0.92875
-100,2,-0.97457,-0.028747,8.4378,0,3.1311,-0.050166,1.4436,-0.97964
-74.89,-2,-0.9361,0.37368,8.7381,0,2.1554,0.47715,0.9799,-0.72152
-90,-1,-1.0109,0.26445,8.6564,0,2.463,0.41058,1.2847,-0.80525
-90,0,-0.9861,0.16644,8.61,0,2.6205,0.26023,1.2918,-0.85501
-90,1,-0.95909,0.067632,8.5677,0,2.7559,0.10616,1.283,-0.9
-90,2,-0.92948,-0.033948,8.5333,0,2.8606,-0.053315,1.258,-0.93918
-74.89,-2,-0.9361,0.37368,8.7381,0,2.1554,0.47715,0.9799,-0.72152
-80,-1,-0.95037,0.26753,8.6967,0,2.3167,0.3691,1.0956,-0.78288
-80,0,-0.92827,0.16372,8.6763,0,2.392,0.22758,1.1029,-0.82548
-80,1,-0.90376,0.062243,8.6485,0,2.4908,0.086851,1.0949,-0.86214
-80,2,-0.87732,-0.040951,8.6227,0,2.5787,-0.057163,1.0729,-0.89176
-70,-2,-0.89911,0.37547,8.7539,0,2.0902,0.44802,0.88971,-0.70733
-70,-1,-0.87996,0.27115,8.7318,0,2.1807,0.32723,0.9072,-0.75003
-70,0,-0.86034,0.16725,8.7128,0,2.2555,0.20338,0.91322,-0.78567
-70,1,-0.84004,0.062466,8.6968,0,2.3162,0.076267,0.90801,-0.81384
-70,2,-0.81839,-0.04391,8.682,0,2.3712,-0.053629,0.89106,-0.83412
-60,-2,-0.81444,0.37895,8.784,0,1.9599,0.38741,0.70763,-0.66768
-60,-1,-0.79786,0.27461,8.7638,0,2.0482,0.28397,0.72156,-0.7038
-60,0,-0.78084,0.17069,8.7462,0,2.1223,0.17788,0.72639,-0.73304
-60,1,-0.7632,0.065904,8.7309,0,2.1843,0.068965,0.72229,-0.75509
-60,2,-0.74465,-0.040923,8.7176,0,2.2367,-0.042842,0.7091,-0.76939
-50,-2,-0.71596,0.38215,8.8106,0,1.8365,0.32543,0.53145,-0.6109
-50,-1,-0.70207,0.27783,8.7923,0,1.9224,0.23935,0.54195,-0.64074
-50,0,-0.68776,0.17394,8.7759,0,1.9958,0.15103,0.54562,-0.66411
-50,1,-0.67291,0.069233,8.7614,0,2.0587,0.060369,0.5426,-0.6808
-50,2,-0.65721,-0.037332,8.7479,0,2.1153,-0.03257,0.53275,-0.69041
-40,-2,-0.60183,0.38496,8.8333,0,1.724,0.26216,0.36632,-0.53335
-40,-1,-0.5907,0.2807,8.8166,0,1.8075,0.19341,0.3736,-0.55714
-40,0,-0.57922,0.17689,8.8015,0,1.88,0.12285,0.37617,-0.57514
-40,1,-0.56729,0.072329,8.7876,0,1.9438,0.050451,0.37416,-0.58724
-40,2,-0.5546,-0.033839,8.7739,0,2.0046,-0.02362,0.36743,-0.59315
-30,-2,-0.47093,0.38729,8.8516,0,1.6277,0.19775,0.21997,-0.43204
-30,-1,-0.46264,0.28311,8.8363,0,1.7089,0.14627,0.22438,-0.4499
-30,0,-0.45408,0.1794,8.8222,0,1.7803,0.09343,0.22598,-0.46299
-30,1,-0.44516,0.075036,8.8089,0,1.8448,0.039252,0.22483,-0.47124
-30,2,-0.43568,-0.030639,8.795,0,1.9098,-0.01604,0.22087,-0.47446
-20,-2,-0.32378,0.38905,8.8649,0,1.5533,0.1324,0.10276,-0.3062
-20,-1,-0.31836,0.28495,8.8507,0,1.6326,0.098127,0.10485,-0.31816
-20,0,-0.31277,0.18134,8.8374,0,1.703,0.062955,0.10565,-0.32668
-20,1,-0.30696,0.077176,8.8246,0,1.768,0.026913,0.10516,-0.33176
-20,2,-0.30079,-0.027982,8.8106,0,1.8366,-0.0097663,0.10338,-0.33326
-10,-2,-0.16343,0.39018,8.873,0,1.5067,0.066385,0.026263,-0.15926
-10,-1,-0.16088,0.28614,8.8594,0,1.5846,0.049262,0.026821,-0.16527
-10,0,-0.15828,0.18261,8.8466,0,1.6544,0.031695,0.027053,-0.16949
-10,1,-0.1556,0.078586,8.8342,0,1.7195,0.013702,0.026964,-0.17189
-10,2,-0.15281,-0.02617,8.8201,0,1.7907,-0.004567,0.026557,-0.17244
0,-2,0.0042118,0.39065,8.8754,0,1.4921,-4.9952e-12,5.2364e-12,2.9478e-12
0,-1,0.0039128,0.28663,8.8621,0,1.5695,9.9642e-12,-4.1023e-12,1.8006e-12
0,0,0.0035482,0.18312,8.8495,0,1.6389,-1.8217e-13,4.7192e-12,-7.2553e-12
0,1,0.0031161,0.079146,8.8372,0,1.704,3.3278e-14,-3.131e-07,-1.4896e-12
0,2,0.0025398,-0.025469,8.823,0,1.7759,-2.3406e-12,-5.6385e-13,-1.0386e-13
10,-2,0.17131,0.39046,8.8722,0,1.511,-0.066429,0.027514,0.15903
10,-1,0.1682,0.28641,8.8586,0,1.5889,-0.049307,0.028028,0.16506
10,0,0.16493,0.18287,8.8459,0,1.6584,-0.031739,0.028177,0.16929
10,1,0.16144,0.078819,8.8335,0,1.7232,-0.013742,0.027967,0.17173
10,2,0.15758,-0.025981,8.8194,0,1.7937,0.004534,0.027379,0.17231
20,-2,0.33018,0.3896,8.8635,0,1.5616,-0.13258,0.10469,0.30546
20,-1,0.3243,0.2855,8.8492,0,1.6407,-0.098309,0.10673,0.31748
20,0,0.31818,0.18187,8.8359,0,1.7108,-0.063134,0.1074,0.32608
20,1,0.31171,0.077657,8.8232,0,1.7751,-0.02708,0.10673,0.33124
20,2,0.30469,-0.027582,8.8094,0,1.8426,0.0096269,0.10468,0.33286
30,-2,0.47523,0.38814,8.8494,0,1.6393,-0.19816,0.22175,0.43095
30,-1,0.46663,0.28395,8.8341,0,1.7203,-0.14669,0.22612,0.44889
30,0,0.45772,0.18021,8.8199,0,1.7912,-0.093846,0.22764,0.46209
30,1,0.44836,0.075786,8.8068,0,1.8549,-0.039643,0.22632,0.47049
30,2,0.43832,-0.029996,8.7932,0,1.9184,0.015703,0.22212,0.47389
40,-2,0.60377,0.38612,8.8305,0,1.7383,-0.26292,0.36718,0.53239
40,-1,0.5925,0.28186,8.8137,0,1.8216,-0.19418,0.37448,0.55628
40,0,0.58087,0.178,8.7986,0,1.8935,-0.12361,0.37705,0.5744
40,1,0.56871,0.073379,8.7848,0,1.9564,-0.051182,0.37496,0.58666
40,2,0.55577,-0.032915,8.7714,0,2.0156,0.022975,0.36813,0.59274
50,-2,0.71555,0.38365,8.8072,0,1.8527,-0.32664,0.53088,0.61075
50,-1,0.70166,0.27933,8.7888,0,1.9385,-0.2406,0.54146,0.64068
50,0,0.68738,0.17539,8.7724,0,2.0113,-0.15228,0.54522,0.66414
50,1,0.67251,0.070612,8.7579,0,2.0734,-0.06157,0.54227,0.68095
50,2,0.65678,-0.036084,8.7447,0,2.1284,0.031482,0.53248,0.69067
60,-2,0.81182,0.38082,8.7801,0,1.9775,-0.38922,0.70536,0.66903
60,-1,0.79537,0.27648,8.7597,0,2.0657,-0.28585,0.71943,0.70522
60,0,0.77851,0.17251,8.742,0,2.1395,-0.17976,0.72445,0.73449
60,1,0.76104,0.067645,8.7268,0,2.2006,-0.070783,0.72057,0.75656
60,2,0.74264,-0.039317,8.7138,0,2.2517,0.041162,0.70761,0.77086
70,-2,0.89449,0.37772,8.7495,0,2.1087,-0.45057,0.88565,0.71079
70,-1,0.87556,0.27341,8.7271,0,2.1993,-0.32989,0.90332,0.75353
70,0,0.85621,0.16947,8.708,0,2.2739,-0.20606,0.90963,0.78914
70,1,0.83622,0.064599,8.6921,0,2.3339,-0.078868,0.90478,0.81718
70,2,0.81464,-0.041478,8.6761,0,2.3926,0.05066,0.88802,0.83755
73.869,-2,0.92327,0.37646,8.7368,0,2.1605,-0.47398,0.95628,0.72324
80,-1,0.94426,0.27021,8.6915,0,2.3361,-0.37271,1.09,0.78899
80,0,0.92245,0.16649,8.6705,0,2.4129,-0.2314,1.0976,0.8315
80,1,0.89821,0.065415,8.6408,0,2.5171,-0.091271,1.0898,0.86803
80,2,0.8724,-0.037348,8.6126,0,2.6121,0.052135,1.0686,0.89716
73.869,-2,0.92327,0.37646,8.7368,0,2.1605,-0.47398,0.95628,0.72324
89.342,-1,0.99995,0.26819,8.6514,0,2.4807,-0.4132,1.2652,0.81244
90,0,0.97985,0.17105,8.5963,0,2.6652,-0.26738,1.2854,0.86239
90,1,0.95324,0.072239,8.5532,0,2.8004,-0.11337,1.2773,0.90719
90,2,0.92405,-0.029444,8.5186,0,2.9041,0.046244,1.253,0.94614
73.869,-2,0.92327,0.37646,8.7368,0,2.1605,-0.47398,0.95628,0.72324
89.342,-1,0.99995,0.26819,8.6514,0,2.4807,-0.4132,1.2652,0.81244
97.707,-1.9303e-05,1.0204,0.17508,8.5256,0,2.8836,-0.29704,1.4313,0.87822
100,1,1.0012,0.077446,8.4577,0,3.077,-0.13503,1.4654,0.93838
100,2,0.96822,-0.023898,8.4215,0,3.1746,0.041706,1.4375,0.98891
73.869,-2,0.92327,0.37646,8.7368,0,2.1605,-0.47398,0.95628,0.72324
89.342,-1,0.99995,0.26819,8.6514,0,2.4807,-0.4132,1.2652,0.81244
97.707,0,1.0204,0.17508,8.5256,0,2.8836,-0.29704,1.4313,0.87822
106.12,1,1.0273,0.079621,8.3983,0,3.2356,-0.14731,1.5802,0.95476
110,2,1.0061,-0.020155,8.3231,0,3.4243,0.038692,1.6215,1.0272
