-110,-2,0,0.53103,6.3454,2.5992,1.4072,0.30141,-2.5876e-10,-0.51321
-110,-1,0,0.40098,6.1257,3.0321,1.5108,0.28514,2.4011e-12,-0.67259
-110,0,0,0.26624,6.166,2.8554,1.6816,0.16501,-1.7832e-11,-0.60506
-110,1,0,0.14596,6.1807,2.6674,1.9193,0.079192,4.4022e-10,-0.5387
-110,2,0,0.0302,6.1956,2.4139,2.1881,0.01362,6.6504e-11,-0.45085
-100,-2,0,0.53103,6.3454,2.5992,1.4072,0.30141,-2.5876e-10,-0.51321
-100,-1,0,0.40098,6.1257,3.0321,1.5108,0.28514,2.4011e-12,-0.67259
-100,0,0,0.26624,6.166,2.8554,1.6816,0.16501,-1.7832e-11,-0.60506
-100,1,0,0.14596,6.1807,2.6674,1.9193,0.079192,4.4022e-10,-0.5387
-100,2,0,0.0302,6.1956,2.4139,2.1881,0.01362,6.6504e-11,-0.45085
-90,-2,0,0.53103,6.3454,2.5992,1.4072,0.30141,-2.5876e-10,-0.51321
-90,-1,0,0.40098,6.1257,3.0321,1.5108,0.28514,2.4011e-12,-0.67259
-90,0,0,0.26624,6.166,2.8554,1.6816,0.16501,-1.7832e-11,-0.60506
-90,1,0,0.14596,6.1807,2.6674,1.9193,0.079192,4.4022e-10,-0.5387
-90,2,0,0.0302,6.1956,2.4139,2.1881,0.01362,6.6504e-11,-0.45085
-80,-2,0,0.53103,6.3454,2.5992,1.4072,0.30141,-2.5876e-10,-0.51321
-80,-1,0,0.40098,6.1257,3.0321,1.5108,0.28514,2.4011e-12,-0.67259
-80,0,0,0.26624,6.166,2.8554,1.6816,0.16501,-1.7832e-11,-0.60506
-80,1,0,0.14596,6.1807,2.6674,1.9193,0.079192,4.4022e-10,-0.5387
-80,2,0,0.0302,6.1956,2.4139,2.1881,0.01362,6.6504e-11,-0.45085
-70,-2,0,0.53103,6.3454,2.5992,1.4072,0.30141,-2.5876e-10,-0.51321
-70,-1,0,0.40098,6.1257,3.0321,1.5108,0.28514,2.4011e-12,-0.67259
-70,0,0,0.26624,6.166,2.8554,1.6816,0.16501,-1.7832e-11,-0.60506
-70,1,0,0.14596,6.1807,2.6674,1.9193,0.079192,4.4022e-10,-0.5387
-70,2,0,0.0302,6.1956,2.4139,2.1881,0.01362,6.6504e-11,-0.45085
-60,-2,0,0.53103,6.3454,2.5992,1.4072,0.30141,-2.5876e-10,-0.51321
